ID;ACCOUNT_ID;CURRENCY;AMOUNT;DATE;DESCRIPTION;MCC_ID
1431FEB1-CB18-4CC1-98C7-63D2AB661E8D;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;13.28;2020-11-20T05:38:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
82966948-22D9-451D-9702-22C4994EAB82;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;54.25;2020-11-21T11:46:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
78AE3317-1B93-4848-815B-EF9AA4340B70;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;6.02;2020-11-23T03:39:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
87534299-C92B-4816-8E74-ADD47593E134;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;59.52;2020-11-24T16:15:00z;Petroleum and Petroleum Products;E25906CC-17F2-46CE-AA0A-664208D55941
D9AE5154-E9FF-41A6-AC72-166458FD9A55;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;2;2020-11-25T17:51:00z;Computer Software Stores;81C1E273-E3B0-4D26-B571-466ACCFD843A
EE31598D-B201-401A-A0F9-6E5EB412BCBB;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;16.75;2020-11-28T18:14:00z;Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified);110DB874-77B6-4641-801B-97F442CAF803
9AD26AF2-6C8F-44EE-9BAD-E251ED84851A;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;15;2020-11-29T17:14:00z;Motion Picture Theaters;C6745567-4715-4ECB-8C97-1CBA754F9214
014B5876-E439-4726-84B6-B0C515FDD6FF;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;184.8;2020-11-29T12:25:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
AA8FD1EC-99DD-49A4-A1EC-3AAACC3A336C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.6;2020-11-30T19:49:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
579DD3EA-C170-4959-B1D1-28D19A10D257;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;0.88;2020-11-30T13:56:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
EB6747EB-0583-4E46-B5C1-BC3159E04021;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;38.7;2020-11-30T00:25:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
2B99AB55-9880-4674-ACFD-9C75C53AD7B2;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;762.021;2020-12-01T20:24:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
E074F61D-237C-4FE1-A882-3E44DD71FEB4;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;202.89;2020-12-01T05:47:00z;Management, Consulting, and Public Relations Services;F7D036EE-5C35-4BB4-BD34-676FE15950DD
F7C0F122-4D31-4208-8042-383983A642EE;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;0.88;2020-12-02T22:46:00z;Misc. Food Stores – Convenience Stores and Specialty Markets;A59151DD-76B9-4796-B676-643F0E5AF42D
AA8E5F05-C2F2-4B76-ABB5-99AEAD4A19EB;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;2.36;2020-12-02T10:19:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
38835E30-FC06-4D6C-BE79-98A3EFD86A0B;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;6.78;2020-12-02T08:38:00z;Department Stores;0918D0AC-2656-4069-AD45-6EB52E2F54D2
B40EA556-EFB9-4C09-98B3-F27A0B7683FD;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;167.49;2020-12-02T12:13:00z;Department Stores;0918D0AC-2656-4069-AD45-6EB52E2F54D2
58767335-37F2-424E-A3BA-CEE25D413917;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;14;2020-12-02T06:53:00z;Misc. Food Stores – Convenience Stores and Specialty Markets;A59151DD-76B9-4796-B676-643F0E5AF42D
AEC31DC8-1400-4FCD-92AF-6802CD95B3C6;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;29.58;2020-12-02T11:01:00z;Department Stores;0918D0AC-2656-4069-AD45-6EB52E2F54D2
0A61FB26-C0D7-4493-9F21-CB02B3E854B6;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;8;2020-12-03T20:03:00z;Cable and other pay television (previously Cable Services);D30124CE-4045-4EF8-B8F8-8B8DCE2CE710
7ADB2D33-6A72-4848-A9A8-446D99A542D7;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;20.06;2020-12-03T18:48:00z;Money Orders – Wire Transfer;B591E05E-F634-46C8-B63A-4ECE09703B22
C97C1B5B-7E1D-4C6D-A175-8C7C20BEDF2E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;88.02;2020-12-03T14:05:00z;Petroleum and Petroleum Products;E25906CC-17F2-46CE-AA0A-664208D55941
BBCA1429-A278-4ECF-8B26-30203CCCE2D1;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;3.6;2020-12-03T01:58:00z;Digital Goods: Media, Books, Movies, Music;FFD40345-EAB2-435E-AD07-0203A440662E
280F30C3-144E-4451-A0B0-422EFD1AC9AA;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;38.94;2020-12-03T10:40:00z;Men’s and Women’s Clothing Stores;87C1B77F-C4D3-4A13-B786-804456950F6D
F59A3978-FAE3-4F32-87ED-F7D0AC30D03C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;95.83;2020-12-04T21:57:00z;Drug Stores and Pharmacies;0EB4C735-B1A5-413B-848D-BAEBEB889AE7
3F4C6CD4-9B69-4CC6-90C8-7D8B4517A828;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;168.71;2020-12-04T06:08:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
8CBE1D9D-BD38-4DB8-8F33-2CAB03EEF324;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;3.78;2020-12-04T07:45:00z;Department Stores;0918D0AC-2656-4069-AD45-6EB52E2F54D2
2B9B1937-5414-4435-80CA-CCAFD0E2876C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;22.9;2020-12-05T13:33:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
BEAEC299-C3C2-4AA9-BD11-71759977309A;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;18.74;2020-12-07T02:44:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
230D0B37-B1B2-4BCA-9C8E-6141496BD4FE;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;29.68;2020-12-07T22:35:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
714D4E26-68E6-4FEE-A377-D5C4B7104B60;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;17;2020-12-07T17:41:00z;Drugs, Drug Proprietors, and Druggist’s Sundries;8C4A1677-F71B-4F7C-8E79-BEADEE3A4D80
1EA373C4-B8B3-47CA-90EE-69C7E40052C1;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;33.6;2020-12-08T07:18:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
03AE2629-F4A9-40E8-B7E8-70A8CFD260C7;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;10;2020-12-08T07:23:00z;Watch, Clock, Jewelry, and Silverware Stores;078F06E3-047D-43E5-ACE0-18940F2389A3
406FFDB0-8252-4924-9597-1965FF812A7E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;4;2020-12-10T13:30:00z;Financial Institutions – Manual Cash Disbursements;3BB864A3-08E0-4467-98E2-5E1DAE22E386
A9CEB1B7-C179-4E5A-B49D-F161C6BA7E17;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;185.6;2020-12-10T05:47:00z;Book Stores;7754708B-1752-4FAB-80E3-398053E8033C
64395FB1-800B-48D3-8377-FA58AA5A2CAE;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;68.16;2020-12-10T14:25:00z;Watch, Clock, Jewelry, and Silverware Stores;078F06E3-047D-43E5-ACE0-18940F2389A3
964356D0-4CEB-44B4-8A99-8E4AFCD215BE;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;150.4;2020-12-10T10:22:00z;Hardware Stores;66BDCACD-4946-440B-8230-391472347887
767BEE83-A952-4B64-834D-678E5942FBE9;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.43;2020-12-10T13:27:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
073BADAE-20AD-4496-BF80-5A673404745A;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;5.1;2020-12-11T00:14:00z;Legal Services and Attorneys;3776517D-B9AE-4FC0-8D7E-C355FF91B26B
A909BEF6-7FC7-4430-9F68-49112A760E9B;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;14.3;2020-12-11T10:54:00z;Cosmetic Stores;42319FCB-CBC7-4D4D-B7C7-A0C5964B9154
E43BA15A-CF9B-48DF-AA2D-941CA1C62635;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;153.8;2020-12-11T06:56:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
B2B17DCA-E34D-4737-ACEE-0A96E1A52332;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.05;2020-12-12T19:05:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
4B62765C-8FC1-4313-8D47-A69C5374450F;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;26.94;2020-12-13T18:32:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
CA2456F5-C549-4BBD-9576-173415581217;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;21.8;2020-12-14T21:39:00z;Book Stores;7754708B-1752-4FAB-80E3-398053E8033C
12DDC278-D8E8-4626-B922-82C3C298A366;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;8.74;2020-12-14T13:58:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
C5E8AFFE-8016-44F1-B714-9B933D4E9B78;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;167.72;2020-12-15T20:43:00z;Family Clothing Stores;20B682B8-FC7C-40A9-8D71-563800BBC554
839DADA8-710A-412F-B361-C346AE68038D;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;3.36;2020-12-15T22:25:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
006D9718-3960-43F5-B2D8-92CBDEBF71BF;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;16;2020-12-16T14:50:00z;Digital Goods: Games;E4B3DC3F-0C3B-44FF-90EE-595E97148D43
B5C18419-253F-4E5A-8D4C-3568E8B3FE6A;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;9.59;2020-12-16T16:19:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
C9F291AC-227C-4654-843A-28C227276BDD;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;145.55;2020-12-17T15:32:00z;Petroleum and Petroleum Products;E25906CC-17F2-46CE-AA0A-664208D55941
C01C5C01-69CA-4174-8A17-FF071B4C414F;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;68.4;2020-12-17T08:11:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
E89E9AF8-3F9F-4007-8C94-3C9B1FEAD696;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;113.89;2020-12-18T16:42:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
A8C792BF-5DA6-437D-BC44-829266478369;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;7.69;2020-12-18T14:15:00z;Digital Goods: Media, Books, Movies, Music;FFD40345-EAB2-435E-AD07-0203A440662E
80DA979E-34D2-4D85-A290-6D582A9A64D4;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;25.93;2020-12-18T00:47:00z;Drug Stores and Pharmacies;0EB4C735-B1A5-413B-848D-BAEBEB889AE7
BDE938DC-3030-45D5-BAAE-F82D62132CCF;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;59.7;2020-12-19T22:19:00z;Electronic Sales;EA1E8566-5CA0-41DC-8241-19F9F95C75F5
B70467CB-F94B-466C-A52F-145AC06C419D;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;5.6;2020-12-20T00:27:00z;Hospitals;A539BBF0-5F6A-4261-829B-F58EBDB6AF0B
7814694C-DFC8-479A-ACF4-E510276DA468;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.95;2020-12-20T10:39:00z;Cigar Stores and Stands;5060FF1D-97B4-4CF9-9B0E-63C1CD4F2C09
7F6E2BDD-38C8-4F5C-8FBF-F4EB10CD8710;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;83.03;2020-12-20T03:44:00z;Miscellaneous Home Furnishing Specialty Stores;A861268A-BA8F-48D3-BAB6-1FB7F772D2CC
F12610FD-051C-4217-BCF2-079D5B7E406F;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;3.03;2020-12-20T12:12:00z;Miscellaneous Publishing and Printing;F84C35BE-D438-4065-B18E-DBA8692D9A70
B034F6A4-CF91-4D65-B788-56DD71829F60;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;29.71;2020-12-21T01:01:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
756EB940-CBAC-4048-AB63-B0F204473241;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;48.14;2020-12-21T05:31:00z;Family Clothing Stores;20B682B8-FC7C-40A9-8D71-563800BBC554
6E041456-02D9-401F-B7CE-F168531D6958;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;7.12;2020-12-22T22:36:00z;Drug Stores and Pharmacies;0EB4C735-B1A5-413B-848D-BAEBEB889AE7
084FA288-E83E-4E99-A8E3-405AD5D07238;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.82;2020-12-22T14:23:00z;Fast Food Restaurants;59B34239-11C6-446D-AE1B-1E7FC29C209D
A1558C53-E53A-458C-BAFF-0A3A04B7A5BB;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.57;2020-12-22T07:31:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
1BAB34E7-13CE-437E-A305-FF3285F3AA4A;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;4.4;2020-12-24T11:35:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
3CBE28E7-192C-4CE7-8E2D-903A199492DB;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;35.5;2020-12-24T11:03:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
6EF43794-F7DB-47D6-B204-F5A34D0FB546;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;29.4;2020-12-28T22:06:00z;Miscellaneous Home Furnishing Specialty Stores;A861268A-BA8F-48D3-BAB6-1FB7F772D2CC
629E7881-78CA-4AAF-B6C9-BAFD9D3E1690;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;21.45;2020-12-29T18:48:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
C36CDADF-ECAB-40C9-AAB5-C59CFC64F2E4;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;8.3;2020-12-30T20:33:00z;Drug Stores and Pharmacies;0EB4C735-B1A5-413B-848D-BAEBEB889AE7
F1311C16-3380-4670-B237-9ACC3A32DBE4;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;39.02;2020-12-30T09:34:00z;Drug Stores and Pharmacies;0EB4C735-B1A5-413B-848D-BAEBEB889AE7
01A25FE2-F318-4463-AF53-114BB8FCD29C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;55.81;2020-12-30T09:34:00z;Department Stores;0918D0AC-2656-4069-AD45-6EB52E2F54D2
7B92745E-2315-4621-AE90-0979D59FE404;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;244.62;2020-12-31T00:36:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
55592AC4-042F-47E4-B5A4-01EEBAEC9659;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;5.6;2020-12-31T03:58:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
E92C279C-B26E-4B4F-84DB-85ED376F2FE0;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;9.6;2020-12-31T06:36:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
A846C25C-69B6-4104-9129-70142A2BEA32;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;62.48;2021-01-01T20:31:00z;Meat Provisioners – Freezer and Locker;4CBFBAFB-D961-46D0-993A-3D194C2BF3F7
52B92167-DEF6-4570-B4C1-EFAD9172D09B;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;31.39;2021-01-02T19:04:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
C3CF1D92-F492-4E4D-B4FB-CC20D62866DB;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;6.4;2021-01-03T04:54:00z;Cable and other pay television (previously Cable Services);D30124CE-4045-4EF8-B8F8-8B8DCE2CE710
329DCA2A-EFE2-465D-A5EC-3D0CF2C383D8;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;4.5;2021-01-03T09:55:00z;Digital Goods: Media, Books, Movies, Music;FFD40345-EAB2-435E-AD07-0203A440662E
53CD4F08-261B-433A-9D75-7C01BC90BB4C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;12;2021-01-04T10:58:00z;Financial Institutions – Manual Cash Disbursements;3BB864A3-08E0-4467-98E2-5E1DAE22E386
8AC8CD8D-EC0C-44A6-BBF4-8ADBDEC2592C;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;56.69;2021-01-07T11:18:00z;Sporting Goods Stores;1653FF67-BA55-47D6-99E4-AA651A9D1AEB
880BAF34-807F-4EFB-B8CB-0A0511A7839F;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;34.27;2021-01-08T21:00:00z;Service Stations ( with or without ancillary services);CE4473BA-8534-40C7-80C2-1781C11774A9
B0691F90-9F09-4063-903F-502B99D72C15;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;36.5;2021-01-09T09:03:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
58E814F6-9B0F-459C-B0E0-9F889E1CCBBA;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;163.9;2021-01-09T08:44:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
60550700-20ED-42E9-8C6C-9082FFAB70C0;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;48.97;2021-01-10T22:58:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
6BF2FFC4-3376-45BB-8CAC-5FBA827B3555;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;282.021;2021-01-12T12:11:00z;Financial Institutions – Merchandise and Services;CD96876D-C65A-44EE-B96C-ABA862FBA5D9
46D2C309-C0BA-4849-A890-5815E02CDA87;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;17.62;2021-01-13T16:29:00z;Financial Institutions – Manual Cash Disbursements;E43D9729-185B-4C5D-BD40-A2AF687A978D
BB38CCF5-A48D-4060-B268-7B1ACB531EF9;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;20.74;2021-01-15T05:47:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
9C15CB8A-EA4E-4C86-8707-C42B317BA112;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;30;2021-01-16T13:48:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
254BC6A3-146A-4F92-AE0B-F75AC00CE24A;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;25.25;2021-01-17T15:51:00z;Household Appliance Stores;8E6BEB1B-A2DC-4E6D-9AB9-A34296208AB4
46CFDE53-3D04-402E-8C92-2041DBF90925;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;17;2021-01-18T19:30:00z;Drugs, Drug Proprietors, and Druggist’s Sundries;8C4A1677-F71B-4F7C-8E79-BEADEE3A4D80
35261491-3CA3-4056-8051-010154DE7105;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;10.49;2021-01-18T13:06:00z;Digital Goods: Media, Books, Movies, Music;FFD40345-EAB2-435E-AD07-0203A440662E
C3B52372-ABAD-4BA8-8801-EA6B950A8086;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;57.79;2021-01-19T10:07:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
4379B27F-8967-4D85-A634-2DF9CB624A9E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;139.7;2021-01-24T04:02:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
0A2783E2-1DB8-4043-852F-4BA71D8D328E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;13.8;2021-01-25T00:36:00z;Glass, Paint, and Wallpaper Stores;0E9877FA-C2C9-4D6A-93A8-D0F3D88CFB5A
7184FF38-34AC-4B6F-90EA-22396ABA995D;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;69.66;2021-01-25T16:15:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
30E1297C-5FDF-4C53-B7F1-68D6F6897686;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;52.62;2021-01-28T06:21:00z;Petroleum and Petroleum Products;E25906CC-17F2-46CE-AA0A-664208D55941
84BCE41F-8A26-451F-8FF5-9E75F8DB70DE;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;10.02;2021-01-29T15:08:00z;Taxicabs and Limousines;F18F3E38-4671-4AAE-80E0-B65E587F7C20
07B2FB56-78D8-40A7-875D-18A64D541A06;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;4.59;2021-01-30T10:12:00z;Book Stores;7754708B-1752-4FAB-80E3-398053E8033C
A548507F-540F-4D51-90EB-0A9AAEFAD92D;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;20.26;2021-01-31T03:11:00z;Drug Stores and Pharmacies;0EB4C735-B1A5-413B-848D-BAEBEB889AE7
C6836E22-D114-4139-838A-C9421B81F492;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;2.74;2021-02-01T07:46:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
78E89514-15C3-4102-944E-1B9B0D6A4654;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;13;2021-02-01T02:48:00z;Drugs, Drug Proprietors, and Druggist’s Sundries;8C4A1677-F71B-4F7C-8E79-BEADEE3A4D80
D301A256-BADD-4924-A860-E41E35B12DF0;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.98;2021-02-01T13:54:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
21B600F6-B251-4163-8660-B706183771B9;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;102;2021-02-01T16:37:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
EF66184F-F62E-4575-8584-C65C91BEEFBF;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.24;2021-02-01T17:08:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
80A5AADE-6504-4C9A-A167-9FB56BC342A8;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.14;2021-02-01T11:37:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
8877CBED-4B6D-4015-A093-2FC900D44867;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;7.16;2021-02-01T07:45:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
5144F266-036B-4AF0-8615-B1A45D7576E4;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;0.99;2021-02-01T19:14:00z;Candy, Nut, and Confectionery Stores;628BE403-2C12-4C64-AD10-AF7ACF840B3C
100C64B8-FFCD-418C-9DE2-05AA781B2567;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;14.3;2021-02-01T17:34:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
FB211419-9010-43D5-8A8D-B335DB408581;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;5.98;2021-02-03T01:57:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
79C3489E-B414-4D4E-9340-A7B7F2609597;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;2.25;2021-02-03T19:33:00z;Veterinary Services;213CBF07-4E97-4AC1-B949-D4E9907D6FD7
A4841B85-DBC6-44C7-A161-EFC8D964480E;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;1.13;2021-02-03T01:30:00z;Grocery Stores, Supermarkets;49F4C309-C96F-4107-A1A3-F56AAE73D13D
336B7FAC-5905-41BE-8BDF-C8D207335D10;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;39.38;2021-02-03T03:48:00z;Eating places and Restaurants;049AE16E-D1B1-45C2-A6C9-291C8028D107
727977FA-25D4-4ECF-9B68-9BA238DE3614;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;4.8;2021-02-03T11:06:00z;Cable and other pay television (previously Cable Services);D30124CE-4045-4EF8-B8F8-8B8DCE2CE710
66508FB5-5CDE-4052-8F24-6DD6702137F5;8fbaa8ca-6cf3-4ea4-9764-82e6b841480d;EUR;8.09;2021-02-03T00:50:00z;Digital Goods: Media, Books, Movies, Music;FFD40345-EAB2-435E-AD07-0203A440662E
